Movie Name,Actors,Genre
Gour Hari Dastaan,Vinay Pathak|Konkona Sen Sharma|Ranvir Shorey|Tannishtha Chatterjee|Deepak Saksule|Vikram Gokhale|Vipin Sharma|Rajit Kapoor|Saurabh Shukla|Asrani|Siddarth Jadhav|Mohan Kapoor|Viju Khote|Neha Pendse|,Biography|Drama
Thoda Lutf Thoda Ishq,Bhavita Anand|Rakesh Bedi|Vijayant Kohli|Sanjay Mishra|Sushmita Mukherjee|Neha Pawar|Sanjana Singh|Hiten Tejwani|,Comedy|Romance
Phantom ,Saif Ali Khan|Katrina Kaif|Sabyasachi Chakrabarty|Rajesh Tailang|,Action|Drama|Thriller
Sorry Daddy,Shamim Khan|Mukesh Tiwari|,Action
Talvar ,Irrfan Khan|Konkona Sen Sharma|Neeraj Kabi|Sohum Shah|Atul Kumar|Gajraj Rao|Prakash Belawadi|Shishir Sharma|,Crime|Drama|Mystery
Katti Batti,Suhaas Ahuja|Vivan Bhatena|Imran Khan|Suparna Marwah|Gavin N. Methalaka|Mithila Palkar|Jimesh Patel|Chandan Raina|Kangana Ranaut|Abhishek Saha|,Comedy|Drama|Romance
Meeruthiya Gangsters,Jaideep Ahlawat|Aakash Dahiya|Jatin Sarna|Shadab Kamal|Chandrachoor Rai|Vansh Bhardwaj|Nushrat Bharucha|Sanjay Mishra|Mukul Dev|Brijendra Kala|Ishita Sharma|Soundarya Sharma|,Comedy|Crime
MSG-2 The Messenger,Charanpreet Insan|Honeypreet Insan|RooheMeet Insan|Sahil Insan|Shan e Meet Insan|Sukhwinder Singh Insan|Rohit Khurana|Arpit Ranka|Gurmeet Ram Rahim Singh|,Comedy|Drama|Fantasy
Calendar Girls ,Akanksha Puri|Avani Modi|Kyra Dutt|Ruhi Singh|Satarupa Pyne|,Drama
Bhaag Johnny,Kunal Khemu|Zoa Morani|Mandana Karimi|Manasi Scott|Mukul Dev|,Action|Fantasy|Thriller
Jazbaa,Aishwarya Rai Bachchan|Irrfan Khan|Shabana Azmi|Jackie Shroff|Atul Kulkarni|Chandan Roy Sanyal|Abhimanyu Singh|Sara Arjun|,Action|Crime|Drama
Bumper Draw,Seema Azmi|Narendra Bedi|Reena Charnya|Bomie E. Dotiwala|Subrat Dutta|Harish Hariaudh|Zakir Husain|Hrishikesh Joshi|Omkar Das Manikpuri|Meera|Sitaram Panchal|Rushad Rana|Deepa Sethi|,Comedy
Chinar Daastaan-E-Ishq,Parveen Kaur|Faisal Khan|Shahbaaz Khan|Pramod Moutho|Inayat Sharma|,Romance
Kis Kisko Pyaar Karoon,Kapil Sharma|Simran Kaur Mundi|Manjari Fadnnis|Sai Lokur|Elli Avrram|Varun Sharma|Arbaaz Khan|Supriya Pathak|Sharat Saxena|Manoj Joshi|,Comedy
Pyaar Ka Punchnama 2,Kartik Aaryan|Omkar Kapoor|Sunny Singh Nijjar|Nushrat Bharucha|Ishita Raj|Sonnalli Seygall|,Comedy|Drama|Romance
Wedding Pullav,Diganth|Anushka Ranjan|Sonnalli Seygall|Karan V. Grover|Rishi Kapoor|Satish Kaushik|Upasna Singh|Parmeet Sethi|Kitu Gidwani|Himani Shivpuri|Aru Krishansh Verma|Neha Tomar|Ali Khan|,Comedy|Romance
Shaandaar,Shahid Kapoor|Alia Bhatt|Pankaj Kapur|Sanjay Kapoor|Sushma Seth|Niki Walia|Sanah Kapoor|Vikas Verma|Vikas Verman|Karan Johar|Kumud Pant|Atul Sharma|,Comedy|Drama|Romance
Guddu Ki Gun,Kunal Khemu|Payel Sarkar|Aparna Sharma|,Comedy
The Silent Heroes,Mann Bagga|Gurfareen Bano|Maanuv Bharadwaj|Tarun Bhargawa|Aashish Chauhan|Khwaish Gupta|Simran Kaur|Priyanka Panchal|Priyanka Panchal|Nirmal Pant|Jaideep Rawat|,Adventure|Drama|Family
Ranbanka,Manish Paul|Ravi Kishan|Pooja Thakur|Rudra Kaushik|Avya Agarwal|Avinash Dwivedi|,Action
Honour Killing ,Zara Sheikh|Sandeep Singh|Javed Sheikh|Tom Alter|Gulshan Grover|Prem Chopra|,Drama|Romance
M Cream,Tom Alter|Raaghav Chanana|Ira Dubey|Lushin Dubey|Auritra Ghosh|Rahil Gilani|Barry John|Santosh Ojha|Beatrice Ordeix|Lili Rocha|Imaaduddin Shah|,Adventure|Comedy|Drama
Court ,Vira Sathidar|Vivek Gomber|Geetanjali Kulkarni|Pradeep Joshi|Shirish Pawar|Usha Bane|,Drama
Margarita with a Straw,Kalki Koechlin|Revathy|Sayani Gupta|Hussain Dalal|Tenzing Dalha|Kuljeet Singh|Malhar Khushu|William Moseley|Jose Rivera|Shuchi Dwivedi|Doug Plaut|Jennifer Silverstein|Jacob Berger|Marco Torriani|,Drama
Titli ,Nawazuddin Siddiqui|Niharika Singh|Anil George|Zeena Bhatia|Menka Lalwani|Ragesh Asthana|Manoj Bakshi|Avinash Razdan|Premnath Gulati|Kuldeep Rajput|Alka Punewar|Juje|Jackie|Nandu Natekar|,Action|Drama|Thriller
Dedh Ishqiya,Madhuri Dixit|Naseeruddin Shah|Arshad Warsi|Huma Qureshi|Vijay Raaz|Manoj Pahwa|Salman Shahid|,Comedy|Drama|Romance
Karle Pyaar Karle,Shiv Darshan|Hasleen Kaur|Aham Sharma|Rumi Khan|Tanya Malik|Ankit Raaj|,Action|Romance
Paranthe Wali Gali,Mohinder Gujral|Yuvraj Haral|Vijayant Kohli|Neha Pawar|Anuj Saxena|Prabhakar Srinet|,Drama|Romance
Strings of Passion,Zeenat Aman|Indrani Haldar|Avalok Nagpal|Rajesh Sharma|Shubh|Sangita Sonali|,Drama
Gunday,Ranveer Singh|Arjun Kapoor|Priyanka Chopra|Irrfan Khan|,Action|Drama|Romance
Jai Ho ,Salman Khan|Daisy Shah|Tabu|Danny Denzongpa|Nadira Babbar|Sunil Shetty|Mohnish Bahl|Mahesh Manjrekar|Aditya Pancholi|Sharad S. Kapoor|Mukul Dev|Pulkit Samrat|Mahesh Thakur|Genelia D'Souza|,Action|Drama
Hasee Toh Phasee,Sidharth Malhotra|Parineeti Chopra|Adah Sharma|Manoj Joshi|Sharat Saxena|Nina Kulkarni|Sameer Sharma|Aariyan Gupta|Amita Udgata|Anshikaa Shrivastava|Ansh Sharma|Anil Charanjeett|Bhavna Chauhan|Devika Gidwani|,Comedy|Romance
Heartless ,Adhyayan Suman|Ariana Ayam|Deepti Naval|Om Puri|Shekhar Suman|,Drama|Family|Romance
Ya Rab,Indrapal Ahuja|Neha Baam|Vikram Dahiya|Rakesh Deewana|Rajesh Gupta|Imran Hasnee|Abizer Hyderabadwala|Jassi|Javed|Juli|Sayed Khalid|Ajaz Khan|Raju Kher|Akhilendra Mishra|,Drama
Darr @ the Mall,Jimmy Sheirgill|Nushrat Bharucha|Arif Zakaria|Vikram Raj Bhardwaj|Geet Sharma|Asif Basra|Nivedita Bhattacharya|Shradha Kaul|Pramod Pathak|Yoshika Verma|Neeraj Khetrapal|Neeraj Sood|Charlotte Desmond|Rahul Mishra|,Horror|Thriller
One by Two ,Abhay Deol|Preeti Desai|Lillete Dubey|Rati Agnihotri|Jayant Kripalani|Darshan Jariwala|Anish Trivedi|Geetika Tyagi|Preetika Chawla|Tahir Raj Bhasin|Yudhishtir Urs|Maya Sarao|Netrapal He-Ra Singh|Yashika Dhillon|,Comedy|Drama|Romance
Babloo Happy Hai,Sahil Anand|Erica Fernandes|,Comedy|Drama|Romance
Highway ,Alia Bhatt|Randeep Hooda|Durgesh Kumar|Pradeep Nagar|Saharsh Kumar Shukla|Hemant Mathur|Shakeel Khan|Mohit Choudhary|Reuben Israel|Arjun Malhotra|Naina Trivedi|Mohd. Kaif|Samar Mudasir Bakshi|Pinu Verma|,Crime|Drama|Romance
Shaadi Ke Side Effects,Farhan Akhtar|Vidya Balan|Vir Das|Ram Kapoor|Gautami Kapoor|Rati Agnihotri|Ila Arun|Purab Kohli|,Comedy|Romance
Gulaab Gang,Madhuri Dixit|Juhi Chawla|Divya Jagdale|Priyanka Bose|Tannishtha Chatterjee|Lata S. Singh|,Action|Drama
Bewakoofiyaan,Ayushmann Khurrana|Sonam Kapoor|Rishi Kapoor|Swedha Singh|Deepika Amin|,Comedy|Drama|Romance
Total Siyapaa,Ali Zafar|Yami Gautam|Anupam Kher|Kiron Kher|Sara Khan|Anuj Pandit|Vic Waghorn|Carol McFadden|Steve Keefe|,Comedy|Drama|Romance
Dee Saturday Night,,Drama
Karar: The Deal,Mahek Chahal|Tarun Arora|Shashi Wadia|,Thriller
Lakshmi ,Monali Thakur|,Drama
Ragini MMS 2,Sunny Leone|Saahil Prem|Parvin Dabas|Sandhya Mridul|Divya Dutta|Soniya Mehra|Anita Hassanandani Reddy|Karan Veer Mehra|Karan Taluja|Kainaz Motivala|Rani Vashisht|Sagar Talashikar|Geetanjali Kulkarni|Jasvir Saini|,Horror
Dishkiyaoon,Harman Baweja|Harsh Chhaya|Sunny Deol|Rajit Kapoor|Ayesha Khanna|Prashant Narayanan|Sumit Nijhawan|Aditya Pancholi|Shilpa Shetty Kundra|Mahendra Shrivas|Anand Tiwari|Rajesh Vivek|Hasan Zaidi|,Action|Thriller
Gang of Ghosts,Sharman Joshi|Mahie Gill|,Comedy|Horror
Anuradha ,Sachin Khedekar|Hrishitaa Bhatt|Manoj Joshi|Kishori Shahane|,Drama
W ,Leeza Mangaldas|Lezlie Tripathy|Sonal Giani|Raaj Singh Arora|Danish Pandor|Abhey Jit Attri|,Crime|Musical|Thriller
O Teri,Pulkit Samrat|Bilal Amrohi|Sarah-Jane Dias|,Comedy|Drama
2 States ,Arjun Kapoor|Alia Bhatt|Amrita Singh|Revathy|Ronit Roy|Shivkumar Subramaniam|Sharang Natarajan|,Comedy|Drama|Romance
Bhoothnath Returns,Amitabh Bachchan|Boman Irani|Parth Bhalerao|Sanjay Mishra|Usha Nadkarni|Usha Jadhav|Anant Jog|Shankar Sachdev|Vijay Maurya|Subrat Dutta|Mukesh Bhatt|Kurush Deboo|Kamlesh Sawant|Ajay Jadhav|,Comedy|Drama|Fantasy
Main Tera Hero,Varun Dhawan|Ileana D'Cruz|Nargis Fakhri|Arunoday Singh|Anupam Kher|Saurabh Shukla|Daljeet Singh Gujral|Rajpal Yadav|Evelyn Sharma|Salman Khan|,Action|Comedy|Romance
Lucky Kabootar,Arvinder Bhatti|Shradha Das|Rimple Dhindsa|Rose J. Kaur|Eijaz Khan|Ravi Kishan|Atul Mathur|Sanjay Mishra|,Comedy
Station ,Kanika Batra|Gulshan Grover|Rohiet Nair|Sameer Kevin Roy|Hardik Sha|Vivek Shah|Rahul Dev Shetty|Siddhanth Sundar|,Crime|Drama|Thriller
Youngistaan,Jackky Bhagnani|Neha Sharma|Farooq Shaikh|Boman Irani|Kayoze Irani|Mita Vasisht|,Drama
Samrat & Co.,Rajeev Khandelwal|Madalsa Sharma|Gopal Dutt|Girish Karnad|Priyanshu Chatterjee|Shreya Narayan|Indraneil Sengupta|Barkha Bisht|Ravi Jhankal|Puja Gupta|Rajniesh Duggall|Bhaumik Sampat|Pradeep Welankar|Smita Jaykar|,Mystery|Thriller
Purani Jeans,Tanuj Virwani|Izabelle Leite|Aditya Seal|Raghav Raj Kakker|Kashyap Kapoor|Param Baidwaan|,Drama
Kya Dilli Kya Lahore,Vijay Raaz|Manu Rishi Chadha|Raj Zutshi|,Drama|History|War
Koyelaanchal,Kannan Arunachalam|Biswanath Basu|Vinod Khanna|Roopali Krishnarao|Sunil Shetty|Lata S. Singh|Ravi Singh|Chitragupta Sinha|Ashu Trikha|,Action|Drama
Manjunath ,Anjori Alagh|Karan Ashar|Aarun D. Baliean|Asif Basra|Seema Biswas|Saksham Dayma|Divya Dutta|Kishore Kadam|Rajesh Khattar|Nalneesh|Anand Nandkumar|Nalneesh Neel|Om Prakash|Faisal Rashid|,Biography|Drama
Dekh Tamasha Dekh,Satish Kaushik|Tanvi Azmi|Vinay Jain|Sharad Ponkshe|Ganesh Yadav|Santosh Juvekar|Apoorva Arora|Alok Rajwade|Satish Alekar|Jaywant Wadkar|Dhiresh Joshi|Shashank Shende|,Comedy
Children of War ,Farooq Shaikh|Victor Banerjee|Pavan Malhotra|Indraneil Sengupta|Raima Sen|Tillotama Shome|Riddhi Sen|Rucha Inamdar|Shatrunjay Devvrat|Joy Sengupta|,Drama|History|War
Hawaa Hawaai,Makrand Deshpande|Partho A. Gupte|Devraya Gole|Neha Joshi|Rekha Kamat|Sanjay Dadich|Sanjay Tripathi|Hardik Raheja|Saqib Saleem|Srishti Sharma|Anuj Sachdeva|Manav Hirey|Zufin|Shardha Shripad Nabar|,Drama|Family|Sport
Kahin Hai Mera Pyar,Eesha Agarwal|Gajendra Chouhan|Sanjay Kapoor|Sonia Mann|Abhishek Sethiya|Kishori Shahane|,Drama|Musical|Romance
Kuku Mathur Ki Jhand Ho Gayi,Siddharth Gupta|Simran Kaur Mundi|,Comedy|Romance
Heropanti,Tiger Shroff|Kriti Sanon|,Action|Romance
CityLights ,Rajkummar Rao|Patralekhaa Paul|Manav Kaul|Khushboo Upadhyay|Sadiya Siddiqui|Pramod Pathak|Vinod Rawat|Gautam Berde|Vaibhavi Upadhyay|Atul Mongia|Resh Lamba|,Drama|Thriller
Revolver Rani,Kangana Ranaut|Vir Das|,Action|Comedy|Crime
Kaanchi: The Unbreakable,Kartik Aaryan|Mishti|Rishi Kapoor|Mithun Chakraborty|Sahil Vaid|,Drama|Musical|Romance
Machhli Jal Ki Rani Hai,Swara Bhaskar|Reema Debnath|Saurabh Dubey|Hritu|Abhinav Jain|Sakha Kalyani|Yug Mahnot|Avinash Mukkanawar|Saandesh Nayak|Hemant Pandey|Deep Raj Rana|Satyajeet|Murli Sharma|Resham Thakkar|,Horror
Khwaabb,Simer Motiani|Navdip Singh|Bajrangbali Singh|Rishi Miglani|Apexa Verma|Jeetendra Gupta|Dhirendra Gupta|Vibhav Bhisht|Abbas Ali Khan|Manoj Bakshi|,Drama|Romance|Sport
Yeh Hai Bakrapur,Anshuman Jha|Suruchi Aulakh|Asif Basra|Yoshika Verma|Faiz Khan|Shameem Khan|Utkarsh Mazumdar|,Comedy|Drama
Ek Villain,Sidharth Malhotra|Riteish Deshmukh|Shraddha Kapoor|Shaad Randhawa|Aamna Sharif|Jack Wayne|Nihar Gite|Prachi Desai|,Action|Crime|Drama
Bobby Jasoos,Vidya Balan|Ali Fazal|,Comedy|Drama|Thriller
Humshakals,Saif Ali Khan|Riteish Deshmukh|Ram Kapoor|Bipasha Basu|Tamannaah Bhatia|Esha Gupta|Satish Shah|Nawab Shah|Chunky Pandey|,Comedy
Humpty Sharma Ki Dulhania,Varun Dhawan|Alia Bhatt|Ashutosh Rana|Sidharth Shukla|Sahil Vaid|Gaurav Pandey|Jaswant Daman|Kenneth Desai|Deepika Amin|Mahnaz Damania|Aditya Sharma|Arshpreet|Ashish Bhargava|Balbir|,Comedy|Drama|Romance
Hate Story 2,Jay Bhanushali|Surveen Chawla|Sushant Singh|Siddharth Kher|Neha Kaul|Shashank Shende|Pavitra Sarkar|Bikramjeet Kanwarpal|Yashahlawat|Vijay Singh|Ashok Beniwal|Akshata Ganesh Amita|Daya Yadav|Manish Chaturvedi|,Drama|Thriller
Lekar Hum Deewana Dil,Armaan Jain|Deeksha Seth|,Comedy|Romance
Riyasat ,Rajesh Khanna|Aryeman Ramsay|Raza Murad|Aryan Vaid|Vishwajeet Pradhan|,Crime
Amit Sahni Ki List,Vir Das|Vega Tamotia|Anindita Nayar|Kavi Shastri|Micky Makhija|Ashok Nagpaul|Khalida Khan|Ntasha Bhardwaj|Pooja Ruparel|Duboree Das|Manju Bhuyan|Suhani Bachan|Surabhi Gandhi|Sherryl Wiltshire|,Comedy|Romance
Holiday: A Soldier Is Never Off Duty,Akshay Kumar|Sonakshi Sinha|Freddy Daruwala|Sumeet Raghvan|Zakir Hussain|Govinda|Premnath Gulati|Cherry Mardia|Apoorva Arora|Gireesh Sahedev|Rajiv Kachroo|Randheer Rai|Prayas Mann|Aartii Naagpal|,Action|Thriller
Fugly ,Jimmy Sheirgill|Mohit Marwah|Kiara Advani|Vijender Singh|Arfi Lamba|Anshuman Jha|Kunickaa Sadanand|Sana Saeed|,Drama|Thriller
Bazaar E Husn,Reshmi Ghosh|Jeet Goswami|Om Puri|Rajeshwari Sachdev|Virendra Saxena|Yashpal Sharma|Upasna Singh|,Drama
Pizza ,Akshay Oberoi|Parvathy Omanakuttan|Arunoday Singh|Dipannita Sharma|Rajesh Sharma|Omkar Das Manikpuri|Hussain Dalal|D. Santosh|Sonali Sachdev|Diya Chalwad|Rituparna Chowdhury|Gulshan Pandey|Umesh Jagtap|Jai Shankar Tripathi|,Horror
Entertainment ,Akshay Kumar|Tamannaah Bhatia|Johnny Lever|Prakash Raj|Sonu Sood|Krishna Abhishek|Mithun Chakraborty|Dalip Tahil|Vrajesh Hirjee|Riteish Deshmukh|Shreyas Talpade|Hiten Tejwani|Remo D'Souza|Vivek Vaswani|,Action|Comedy
Singham Returns,Anupam Kher|Kareena Kapoor|Ajay Devgn|Pankaj Tripathi|Mahesh Manjrekar|Shriswara|Dayanand Shetty|Sonalee Kulkarni|Ashwini Kalsekar|Sharat Saxena|Amole Gupte|Jitendra Joshi|Smita Tambe|Sameer Dharmadhikari|,Action|Drama
Mardaani,Rani Mukerji|Tahir Raj Bhasin|Priyanka Sharma|,Action|Crime|Drama
Raja Natwarlal,Emraan Hashmi|Humaima Malik|Paresh Rawal|Kay Kay Menon|Deepak Tijori|Prachee Shah Paandya|Mohammed Zeeshan Ayyub|Tarun Dudeja|,Crime|Thriller
Mary Kom ,Priyanka Chopra|Sunil Thapa|Robin Das|Rajni Basumatary|Darshan Kumaar|Lin Laishram|Bijou Thaangjam|,Action|Biography|Drama
Creature 3D,Bipasha Basu|Imran Abbas|Mukul Dev|Deep Raj Rana|Bikramjeet Kanwarpal|,Action|Horror|Sci-Fi
Finding Fanny,Deepika Padukone|Naseeruddin Shah|Basilo Dias|Kevin D'Mello|Urcelina Mascarenhas|Dimple Kapadia|Ankur Tewari|Anjali Patil|Ranveer Singh|Meher Verma|Pankaj Kapur|Anand Tiwari|Arjun Kapoor|Libert Olivera|,Adventure|Comedy|Drama
Khoobsurat ,Sonam Kapoor|Fawad Khan|Ratna Pathak Shah|Kiron Kher|,Comedy|Romance
3 A.M. ,Salil Acharya|Kavin Dave|Anindita Nayar|,Horror|Romance
Kick ,Salman Khan|Jacqueline Fernandez|Nawazuddin Siddiqui|Randeep Hooda|Mithun Chakraborty|Archana Puran Singh|Sumona Chakravarti|Sanjay Mishra|Saurabh Shukla|,Action|Comedy
Mad About Dance,Saahil Prem|Amrit Maghera|Salah Benlemqawanssa|Akilesh Unnitan|Abhishek Saha|Raashul Tandon|Jon Jo|,Drama|Musical
Life Is Beautiful ,Manoj Amarnani|Nancy Brunetta|Anokhi Dalvi|Parth Naik|Sunaina Verma|,Comedy|Romance
Desi Kattey,Sasha Aagha|Tia Bajpai|Rajesh Bakshi|Jay Bhanushali|Claudia Ciesla|Nishikant Dixit|Steven a Dsouza|Akhil Kapur|Ashutosh Rana|Murli Sharma|Sunil Shetty|,Action
Haider ,Tabu|Shahid Kapoor|Shraddha Kapoor|Kay Kay Menon|Narendra Jha|Kulbhushan Kharbanda|Lalit Parimoo|Ashish Vidyarthi|Aamir Bashir|Sumit Kaul|Rajat Bhagat|Ashwath Bhatt|Irrfan Khan|Anshuman Malhotra|,Action|Crime|Drama
Bang Bang!,Hrithik Roshan|Katrina Kaif|Pavan Malhotra|Danny Denzongpa|Javed Jaffrey|Jimmy Sheirgill|Vikram Gokhale|Kanwaljit Singh|Deepti Naval|Kamlesh Gill|Parthaa Akerkar|Pratik Dixit|Pradeep Kabra|,Action|Adventure|Comedy
Spark ,Rati Agnihotri|Mansha Bahl|Rajniesh Duggall|Subhasree Ganguly|Manoj Joshi|Sanjay Mishra|Govind Namdeo|Rohit Raj|Ashutosh Rana|Ranjeet|,Action
Daawat-e-Ishq,Aditya Roy Kapoor|Parineeti Chopra|Anupam Kher|Karan Wahi|Beena Malji|Falguni Desai|Aashish Raj Bidkikar|Arvind Vahi|Shela Naidu|Syed Akhar|Arjuman Begum|Reshma Begum|Fiza Begum|Raza Hussain|,Comedy|Drama|Romance
Balwinder Singh Famous Ho Gaya,Asrani|Gabriela Bertante|Mikhill Chandiramani|Akram Khan|Anupam Kher|Sunny Leone|Shaan|Mika Singh|Vindu Dara Singh|,Comedy
Jigariyaa,Harshvardhan Deo|Cherry Mardia|,Drama
Tamanchey,Nikhil Dwivedi|Richa Chadha|Damandeep Singh|Vijay Pande|Talib Mehdi|Tushar Phulke|Mahesh Gupta|Prasad Labhe|Fareed Khan|Raj Chauhan|Kislaya Dwivedi|,Crime|Romance
Mumbai 125 KM,Karanvir Bohra|Vedita Pratap Singh|Veena Malik|Joe Debroy|Aparna Bajpai|Vije Bhatia|,Drama|Horror|Mystery
Meinu Ek Ladki Chaahiye,Puru Chibber|Reecha Sinha|Rashee Bindal|Raghuvir Yadav|Zakir Hussain|Yatin Karyekar|Kashmira Kulkarni|Jyoti Gauba|Deepak Sinha|Irfan Razaa Khan|Ahtesham Azad Khan|Premnath Gulati|Sanjay Verma|Neha Tiwari|,Comedy|Crime|Drama
Chaarfutiya Chhokare,Soha Ali Khan|Zakir Hussain|Seema Biswas|Mukesh Tiwari|Harsh Mayar|Aaditya Jaiswal|,Drama|Thriller
Sonali Cable,Rhea Chakraborty|Ali Fazal|Raghav Juyal|Swanand Kirkire|,Comedy|Drama
Happy New Year ,Shah Rukh Khan|Deepika Padukone|Anupam Kher|Abhishek Bachchan|Anurag Kashyap|Jackie Shroff|Boman Irani|Sajid Khan|Prabhu Deva|Gauri Khan|Sonu Sood|Malaika Arora|Varun Pruthi|Kiku Sharda|,Action|Comedy|Music
Super Nani,Rekha|Sharman Joshi|Randhir Kapoor|Anupam Kher|Aanchal Dwivedi|Rajesh Kumar|Shweta Kumar|Shreya Narayan|Rajeev Bhardwaj|Vishakha Subhedar|Varsha Usgaonkar|,Comedy|Drama|Family
Ekkees Toppon Ki Salaami,Anupam Kher|Neha Dhupia|Divyendu Sharma|Manu Rishi Chadha|Aditi Sharma|Rajesh Sharma|Uttara Baokar|Supriya Kumari|Bhagwan Tiwari|Sudhir Pandey|Aashif Sheikh|Anurag Arora|,Comedy
The Shaukeens,Akshay Kumar|Lisa Haydon|Anupam Kher|Rajni Basumatary|Piyush Mishra|Annu Kapoor|Rati Agnihotri|,Comedy
Roar: Tigers of the Sundarbans,Aadil Chahal|Ahran Chaudhary|Pranay Dixit|Subrat Dutta|Nora Fatehi|Virendra Singh Ghuman|Achint Kaur|Ali Quli Mirza|Abhinav Shukla|,Action|Adventure|Sci-Fi
Gollu Aur Pappu,Dimple Kapadia|Deepak Tijori|Kunaal Roy Kapur|Vir Das|Karishma Tanna|Sandeepa Dhar|Vrajesh Hirjee|Amit Behl|Avtar Gill|Anisha Kapoor|Ishika Gagneja|Karron Mallik|Neville Dadachanji|Sparsh Sharma|,Comedy
Titoo MBA,Nishant Dahiya|Pragya Jaiswal|Nandini Singh|Aanchal Singh|Puja Ballutia|Satwant Kaur|Chander Kalra|Balwinder Begowal|Renu Mohali|,Comedy|Romance
Kill Dil,Ranveer Singh|Ali Zafar|Parineeti Chopra|Govinda|,Action|Drama|Romance
Ungli,Emraan Hashmi|Kangana Ranaut|Sanjay Dutt|Randeep Hooda|Neha Dhupia|Angad Bedi|Kader Khan|Arunoday Singh|,Crime|Drama|Thriller
Happy Ending ,Saif Ali Khan|Ileana D'Cruz|Kalki Koechlin|Ranvir Shorey|Rahul Nath|Shivani Tanksale|Govinda|Preity Zinta|Kareena Kapoor|,Comedy|Romance
Zed Plus,Vinod Acharya|Adil Hussain|Ravi Jhankal|Ekavali Khanna|Kulbhushan Kharbanda|Sanjay Mishra|K.K. Raina|Anil Rastogi|Mona Singh|Rahul Singh|Shivani Tanksale|Mukesh Tiwari|Tushar Upreti|,Comedy
Zid ,Mannara Chopra|Karanvir Sharma|Shradha Das|Denzil Smith|Seerat Kapoor|Mohan Kapoor|,Crime|Thriller
Action Jackson ,Prabhas|Shahid Kapoor|Ajay Devgn|Sonakshi Sinha|Prabhu Deva|Yami Gautam|Manasvi Mamgai|Kunaal Roy Kapur|Byron Gibson|Anandraj|Shaji Chaudhary|Razak Khan|Puru Rajkumar|Nalneesh Neel|,Action|Thriller
Bhopal: A Prayer for Rain,Mischa Barton|Martin Sheen|Kal Penn|Lisa Dwan|Tannishtha Chatterjee|Rajpal Yadav|Satish Kaushik|Martin Brambach|Manoj Joshi|Joy Sengupta|Kailash Kher|Fagun Thakrar|Vineet Kumar|Akhil Mishra|,Drama
Mumbai Delhi Mumbai,Shiv Panditt|Piaa Bajpai|,Comedy|Romance
Badlapur Boys,Annu Kapoor|Anupam Maanav|Saranya Mohan|Nishan|Kishori Shahane|Aman Verma|,Drama
Main Aur Mr. Riight,Barun Sobti|Shenaz Treasury|Kavi Shastri|Danny Sura|Maia Sethna|,Comedy|Romance
PK ,Aamir Khan|Anushka Sharma|Saurabh Shukla|Sanjay Dutt|Boman Irani|Sushant Singh Rajput|Parikshat Sahni|Amardeep Jha|Reema Debnath|Dheerendra Dwivedi|Sai Gundewar|Ram P. Sethi|Rukhsar Rehman|,Comedy|Drama|Fantasy
Sulemani Keeda,Naveen Kasturia|Mayank Tewari|Aditi Vasudev|Karan Mirchandani|Krishna Singh Bisht|Rukshana Tabassum|Dilip Prabhavalkar|Razak Khan|Rohini Ramanathan|Asif Anis Khan|,Comedy|Romance
Familywala,Arjun Rampal|Dia Mirza|Ashok Saraf|Shoma Anand|Yash Tonk|Dilip Prabhavalkar|Neeraj Vora|Sunil Pal|Paresh Rawal|,Comedy|Drama|Romance
Ek Thi Rani Aisi Bhi,Hema Malini|Vinod Khanna|Sachin Khedekar|Rajesh Shringarpure|,Biography|History
Monsoon Shootout,Vijay Varma|Nawazuddin Siddiqui|Neeraj Kabi|Geetanjali Thapa|Farhan Mohammad Hanif Shaikh|Tannishtha Chatterjee|Sreejita De|R. Balasubramaniam|Iravati Harshe|Omkar Das Manikpuri|Jayant Gadekar|Prithvi Zutshi|Surya Mohan Kulshreshtha|Niranjan N. Asrani|,Action|Crime|Drama
Qissa ,Irrfan Khan|Tisca Chopra|Tillotama Shome|Rasika Dugal|Danish Akhtar|Sonia Bindra|Faezeh Jalali|Dhami|Jitendra Kaur|Sukhwinder Virk|Sarabjit|Bhavya|Riyaz Aulakh|Nakul Arora|,Drama|Fantasy
Queen ,Kangana Ranaut|Rajkummar Rao|Lisa Haydon|Jeffrey Ho|Marco Canadea|Guithob Joseph|Yogendra Tiku|Alka Badola Kaushal|Tripta Lakhanpal|Chinmay Chandraunshuh|Nayani Dixit|Sabeeka Imam|Ayaan Malik|Ramesh Kalra|,Comedy|Drama
Ankhon Dekhi,Sanjay Mishra|Seema Bhargava|Rajat Kapoor|Taranjit Kaur|Maya Sarao|Chandrachoor Rai|Namit Das|Brijendra Kala|Alka Chatwal|Manu Rishi Chadha|Mahesh Sharma|Anil Chaudhary|Manish Karnatak|Dhruv Uday Singh|,Comedy|Drama
Jal ,Purab Kohli|Tannishtha Chatterjee|Kirti Kulhari|Mukul Dev|Ravi Gossain|Saidah Jules|Yashpal Sharma|Gary Richardson|Elena Kazan|Rahul Singh|Savi Sidhu|,Drama
Mastram,Rahul Bagga|Tara-Alisha Berry|Aakash Dahiya|Istiyak Khan|Aishwarya Mehta|Vinod Nahardih|,Biography|Drama
